yields|title|instructions|modifications|link|unit|amount|item
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||Prise|1.0|Pfeffer
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||ml|400.0|Milch
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||g|50.0|Butter
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||g|50.0|Mehl glatt (f. Bechamel)
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||g|25.0|Parmesan
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||TL|1.0|Muskatnuss
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||St.|1.0|Ei
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß|||0.1875|Milch
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß||g|50.0|Butter
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß||TL|1.0|Salz
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß||g|90.0|Grieß
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß||St.|1.0|Ei
0.0|Grießknödel|Milch mit Butter und Salz aufkochen, Grieß einkochen, rühren bis es sich löst, in die überkühlte Masse kommt dann das Ei und die würfelig geschnittene Semmel dazu. Knödel formen und in das Siedewasser vom Geselchten einkochen. Ca. 10 Minuten kochen.|Besser Semmelwürfel weglassen, dafür mehr Grieß||St.|1.5|Semmel, würfelig geschnitten
0.0|Roastbeef|"Einige Stunde vorher das Fleisch aus dem Kühlschrank nehmen und auf Zimmertemperatur bringen, trocken Tupfen, Sehnen einschneiden, Fett einscheiden.

Mit reichlich Salz und Pfeffer würzen und mit Senf einreiben.

Mindestens eine Stunde lang ziehen lassen.

Das Fleisch von allen Seiten sehr heiß anbraten.

Ziel Kerntemperatur 56 Grad

Mit Niedrigtemperatur garen: Backrohr 90 Grad Umluft (auf dem Rost, mit einem Gefäß darunter zum Sammeln des Fleischsaftes.)


15 Minuten ruhen


1,5 kg Fleisch dauert ca. 2 Stunden und 15 Minuten."|||||Beried
0.0|Roastbeef|"Einige Stunde vorher das Fleisch aus dem Kühlschrank nehmen und auf Zimmertemperatur bringen, trocken Tupfen, Sehnen einschneiden, Fett einscheiden.

Mit reichlich Salz und Pfeffer würzen und mit Senf einreiben.

Mindestens eine Stunde lang ziehen lassen.

Das Fleisch von allen Seiten sehr heiß anbraten.

Ziel Kerntemperatur 56 Grad

Mit Niedrigtemperatur garen: Backrohr 90 Grad Umluft (auf dem Rost, mit einem Gefäß darunter zum Sammeln des Fleischsaftes.)


15 Minuten ruhen


1,5 kg Fleisch dauert ca. 2 Stunden und 15 Minuten."|||||Senf
0.0|Roastbeef|"Einige Stunde vorher das Fleisch aus dem Kühlschrank nehmen und auf Zimmertemperatur bringen, trocken Tupfen, Sehnen einschneiden, Fett einscheiden.

Mit reichlich Salz und Pfeffer würzen und mit Senf einreiben.

Mindestens eine Stunde lang ziehen lassen.

Das Fleisch von allen Seiten sehr heiß anbraten.

Ziel Kerntemperatur 56 Grad

Mit Niedrigtemperatur garen: Backrohr 90 Grad Umluft (auf dem Rost, mit einem Gefäß darunter zum Sammeln des Fleischsaftes.)


15 Minuten ruhen


1,5 kg Fleisch dauert ca. 2 Stunden und 15 Minuten."|||||Salz
0.0|Roastbeef|"Einige Stunde vorher das Fleisch aus dem Kühlschrank nehmen und auf Zimmertemperatur bringen, trocken Tupfen, Sehnen einschneiden, Fett einscheiden.

Mit reichlich Salz und Pfeffer würzen und mit Senf einreiben.

Mindestens eine Stunde lang ziehen lassen.

Das Fleisch von allen Seiten sehr heiß anbraten.

Ziel Kerntemperatur 56 Grad

Mit Niedrigtemperatur garen: Backrohr 90 Grad Umluft (auf dem Rost, mit einem Gefäß darunter zum Sammeln des Fleischsaftes.)


15 Minuten ruhen


1,5 kg Fleisch dauert ca. 2 Stunden und 15 Minuten."|||||Pfeffer
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||St.|4.0|Rindsschnitzel
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||St.|2.0|kl. Karotten
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||St.|1.0|Zwiebel
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||St.|2.0|Essiggurken
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||g|200.0|Speck
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||TL|4.0|Senf
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||TL|1.0|Salz
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||Prise|1.0|Pfeffer
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||EL|2.0|Mehl
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||St.|12.0|Kapern
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||ml|500.0|Rindssuppe
4.0|Rindsrouladen|"Rotwein dazu! 



https://www.genusslandsuedtirol.it/de/cmspre/rindsrouladen/cmspre-recipe-37,40.html

https://www.gutekueche.at/rindsrouladen-rezept-29743


Die Rinderschnitzel dünn klopfen, auf der einen Seite mit Salz und Pfeffer bestreuen und mit Senf bestreichen. Die Schnitzel mit je drei Scheiben Bauchspeck und quer mit rohen, klein geschnittenen Karotten und Essiggurken belegen. Die Schnitzel zusammenrollen und mit Zahnstochern oder Küchengarn fixieren.

Auch auf der anderen Seite mit Senf bestreichen.

Die Rouladen scharf anbraten und herausheben.

Im Bratrückstand Zwiebel, Karotte und Kapern anrösten, mit Rotwein aufgießen und die Rouladen wieder einlegen und bei geringer Hitze ca. eineinhalb Stunden dünsten. Evtl. Suppenwürfel dazu.

Die Sauce passieren und mit Sauerrahm und Mehl binden.

Alternative: pürieren"|"Gemüse nur grob schneiden - am Schluss mit dem Stabmixer pürieren.

nicht in mehl stauben, sondern am schluss mit sauerrahm und mehl binden."||||Rotwein
0.0|Topfentorte|"ZUTATEN:
100 g Butter
250 g Zucker
2 Pkg. Vanillezucker
6 Eier
Saft und geriebene Schale einer Zitrone
1 kg Topfen
100 g Mehl
1 TL Backpulver
Sultaninen nach Belieben

Butter, Zucker, Vanillezucker und Eigelb schaumig rühren. Den Saft und die geriebene Schale der Zitrone, Topfen, Mehl, Backpulver und eine Hand voll Sultaninen dazugeben. Das Eiweiß zu steifem Schnee schlagen und unterheben. Den Kuchen 60 Minuten bei 180°C backen."||https://www.genusslandsuedtirol.it/de/cmspre/topfentorte/cmspre-recipe-117,46.html|||Butter, Zucker, Vanillezucker und Eigelb schaumig rühren. Den Saft und die geriebene Schale der Zitrone, Topfen, Mehl, Backpulver und eine Hand voll Sultaninen dazugeben. Das Eiweiß zu steifem Schnee schlagen und unterheben. Den Kuchen 60 Minuten bei 180°C backen.
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||g|300.0|Faschiertes, gemisch
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||g|250.0|Sauerkraut
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||g|200.0|Naturreis
